HomePlanet,CryoSleep,Destination,Age,VIP,CabinDeck,CabinNumber,CabinSide,TotalSpent
Earth,False,TRAPPIST-1e,42.0,False,E,189,S,1588.0
Mars,False,TRAPPIST-1e,27.0,False,F,532,S,1503.0
Earth,False,TRAPPIST-1e,0.0,False,G,442,S,0.0
Earth,True,TRAPPIST-1e,3.0,False,G,442,S,0.0
Earth,False,TRAPPIST-1e,56.0,False,G,443,S,1817.0
Earth,False,TRAPPIST-1e,23.0,False,G,444,S,757.0
Mars,False,TRAPPIST-1e,25.0,False,D,94,S,1056.0
Earth,False,TRAPPIST-1e,29.0,False,F,575,P,703.0
Earth,False,TRAPPIST-1e,17.0,False,F,575,P,1226.0
Earth,False,TRAPPIST-1e,13.0,False,F,575,P,967.0
Earth,False,TRAPPIST-1e,24.0,False,F,578,P,716.0
Earth,True,TRAPPIST-1e,38.0,False,G,447,P,0.0
Europa,True,55 Cancri e,21.0,False,D,83,P,0.0
Europa,False,55 Cancri e,29.0,False,D,83,P,3029.0
Earth,False,TRAPPIST-1e,46.0,False,G,448,P,1721.0
Earth,False,PSO J318.5-22,53.0,False,E,190,S,689.0
Earth,True,PSO J318.5-22,27.0,False,G,449,P,0.0
Earth,True,TRAPPIST-1e,31.0,False,G,450,P,0.0
Europa,False,55 Cancri e,41.0,False,B,86,P,6017.0
Europa,False,TRAPPIST-1e,29.0,False,B,86,P,2341.0
Europa,False,55 Cancri e,54.0,False,B,86,P,4726.0
Europa,False,55 Cancri e,43.0,False,B,86,P,10859.0
Earth,True,PSO J318.5-22,36.0,False,G,446,S,0.0
Earth,False,TRAPPIST-1e,48.0,False,E,169,P,872.0
Europa,False,TRAPPIST-1e,34.0,False,C,103,S,5687.0
Europa,False,TRAPPIST-1e,42.0,False,C,103,S,4095.0
Earth,False,TRAPPIST-1e,22.0,False,F,580,P,1345.0
Europa,True,55 Cancri e,38.0,False,A,23,P,0.0
Earth,False,TRAPPIST-1e,21.0,False,G,447,S,884.0
Europa,False,TRAPPIST-1e,27.0,False,B,87,P,17529.0
Earth,False,TRAPPIST-1e,23.0,False,F,581,P,2735.0
Earth,False,TRAPPIST-1e,19.0,False,F,582,P,634.0
Mars,False,TRAPPIST-1e,28.0,False,D,95,S,1182.0
Earth,False,TRAPPIST-1e,33.0,False,E,171,P,996.0
Earth,True,PSO J318.5-22,24.0,False,G,452,P,0.0
Earth,True,TRAPPIST-1e,0.0,False,G,452,P,0.0
Earth,True,TRAPPIST-1e,41.0,False,G,453,P,0.0
Earth,True,TRAPPIST-1e,19.0,False,G,454,P,0.0
Earth,False,TRAPPIST-1e,44.0,False,F,537,S,871.0
Mars,False,55 Cancri e,43.0,False,F,538,S,1307.0
Earth,True,TRAPPIST-1e,14.0,False,G,449,S,0.0
Mars,False,TRAPPIST-1e,0.0,False,F,585,P,0.0
Mars,True,55 Cancri e,4.0,False,F,585,P,0.0
Mars,False,TRAPPIST-1e,24.0,False,F,585,P,1148.0
Earth,False,TRAPPIST-1e,38.0,False,F,586,P,716.0
Earth,True,TRAPPIST-1e,44.0,False,G,457,P,0.0
Earth,True,55 Cancri e,57.0,False,G,458,P,0.0
Mars,True,TRAPPIST-1e,21.0,False,F,587,P,0.0
Europa,True,55 Cancri e,35.0,False,C,104,S,0.0
Europa,False,55 Cancri e,28.0,False,C,96,P,4863.0
Europa,False,TRAPPIST-1e,49.0,False,C,96,P,13012.0
Europa,False,TRAPPIST-1e,23.0,False,D,86,P,2798.0
Europa,False,TRAPPIST-1e,19.0,False,D,86,P,2141.0
Europa,False,TRAPPIST-1e,40.0,True,C,105,S,3511.0
Mars,False,TRAPPIST-1e,22.0,False,E,174,P,0.0
Europa,False,TRAPPIST-1e,51.0,False,C,107,S,4082.0
Earth,False,55 Cancri e,44.0,False,F,540,S,692.0
Mars,False,TRAPPIST-1e,50.0,False,E,175,P,1014.0
Earth,True,TRAPPIST-1e,28.0,False,G,452,S,0.0
Earth,True,TRAPPIST-1e,13.0,False,G,464,P,0.0
Earth,False,TRAPPIST-1e,20.0,False,F,544,S,924.0
Europa,True,TRAPPIST-1e,36.0,False,C,109,S,0.0
Europa,True,TRAPPIST-1e,16.0,False,C,109,S,0.0
Earth,False,PSO J318.5-22,18.0,False,F,546,S,1306.0
Earth,False,TRAPPIST-1e,17.0,False,F,547,S,761.0
Mars,True,TRAPPIST-1e,32.0,False,E,193,S,0.0
Earth,False,TRAPPIST-1e,27.0,False,G,466,P,852.0
Mars,False,TRAPPIST-1e,34.0,False,D,88,P,3015.0
Mars,False,TRAPPIST-1e,53.0,False,D,88,P,962.0
Europa,True,TRAPPIST-1e,36.0,True,C,110,S,0.0
Mars,False,TRAPPIST-1e,41.0,False,D,89,P,1719.0
Mars,False,TRAPPIST-1e,51.0,False,E,176,P,953.0
Earth,True,PSO J318.5-22,61.0,False,G,467,P,0.0
Earth,False,TRAPPIST-1e,59.0,False,G,454,S,922.0
Europa,True,TRAPPIST-1e,27.0,False,B,88,P,0.0
Earth,False,PSO J318.5-22,57.0,False,G,455,S,1798.0
Europa,True,55 Cancri e,55.0,False,B,107,S,0.0
Earth,False,TRAPPIST-1e,42.0,False,G,456,S,852.0
Earth,False,TRAPPIST-1e,36.0,False,F,592,P,803.0
Mars,False,TRAPPIST-1e,42.0,False,F,593,P,3701.0
Earth,True,PSO J318.5-22,32.0,False,G,468,P,0.0
Earth,False,55 Cancri e,6.0,False,G,457,S,0.0
Earth,True,TRAPPIST-1e,15.0,False,G,458,S,0.0
Earth,False,TRAPPIST-1e,28.0,False,F,595,P,1375.0
Earth,False,TRAPPIST-1e,44.0,False,G,459,S,809.0
Mars,False,TRAPPIST-1e,71.0,True,F,597,P,2599.0
Europa,False,TRAPPIST-1e,44.0,False,B,89,P,3801.0
Europa,True,TRAPPIST-1e,36.0,False,B,89,P,0.0
Earth,False,TRAPPIST-1e,18.0,False,G,460,S,909.0
Earth,False,PSO J318.5-22,3.0,False,G,469,P,0.0
Earth,True,55 Cancri e,12.0,False,G,469,P,0.0
Earth,True,55 Cancri e,0.0,False,G,469,P,0.0
Earth,False,TRAPPIST-1e,29.0,False,F,598,P,1311.0
Earth,False,TRAPPIST-1e,9.0,False,G,469,P,0.0
Earth,False,55 Cancri e,27.0,False,G,470,P,1793.0
Earth,False,PSO J318.5-22,24.0,False,F,599,P,688.0
Earth,False,TRAPPIST-1e,38.0,False,G,461,S,845.0
Mars,False,TRAPPIST-1e,28.0,False,F,600,P,1493.0
Earth,False,TRAPPIST-1e,16.0,False,F,601,P,1001.0
Earth,False,TRAPPIST-1e,33.0,False,G,471,P,883.0
Earth,False,TRAPPIST-1e,25.0,False,F,552,S,2019.0
Earth,True,55 Cancri e,7.0,False,G,473,P,0.0
Earth,False,PSO J318.5-22,32.0,False,F,602,P,736.0
Mars,True,TRAPPIST-1e,34.0,False,E,178,P,0.0
Mars,False,TRAPPIST-1e,49.0,False,F,603,P,2597.0
Mars,False,TRAPPIST-1e,43.0,False,D,96,S,2708.0
Mars,False,TRAPPIST-1e,0.0,False,F,555,S,0.0
Earth,False,TRAPPIST-1e,23.0,False,F,606,P,748.0
Mars,False,TRAPPIST-1e,43.0,False,F,609,P,1158.0
Mars,True,55 Cancri e,23.0,False,F,609,P,0.0
Mars,True,55 Cancri e,41.0,False,F,611,P,0.0
Europa,False,55 Cancri e,54.0,True,B,92,P,3701.0
Europa,True,TRAPPIST-1e,44.0,False,B,92,P,0.0
Earth,True,PSO J318.5-22,48.0,False,G,467,S,0.0
Earth,False,PSO J318.5-22,20.0,False,F,557,S,689.0
Earth,False,TRAPPIST-1e,21.0,False,G,468,S,446.0
Europa,True,TRAPPIST-1e,68.0,False,C,100,P,0.0
Earth,False,PSO J318.5-22,23.0,False,F,615,P,683.0
Earth,False,TRAPPIST-1e,35.0,False,F,558,S,879.0
Earth,True,TRAPPIST-1e,22.0,False,G,478,P,0.0
Earth,False,TRAPPIST-1e,51.0,False,F,559,S,802.0
Earth,True,55 Cancri e,29.0,False,G,469,S,0.0
Earth,False,TRAPPIST-1e,0.0,False,G,469,S,0.0
Earth,True,55 Cancri e,39.0,False,G,479,P,0.0
Europa,False,TRAPPIST-1e,55.0,False,C,112,S,3675.0
Earth,False,TRAPPIST-1e,20.0,False,F,617,P,689.0
Earth,False,55 Cancri e,18.0,False,F,619,P,652.0
Earth,False,PSO J318.5-22,28.0,False,G,470,S,1833.0
Earth,False,TRAPPIST-1e,26.0,False,F,561,S,3137.0
Earth,False,TRAPPIST-1e,56.0,False,F,621,P,778.0
Mars,False,TRAPPIST-1e,25.0,False,E,180,P,1360.0
Europa,False,TRAPPIST-1e,26.0,False,A,35,S,11481.0
Earth,False,TRAPPIST-1e,14.0,False,F,622,P,970.0
Earth,False,TRAPPIST-1e,21.0,False,E,181,P,826.0
Europa,False,TRAPPIST-1e,38.0,False,T,3,P,3164.0
Earth,False,TRAPPIST-1e,14.0,False,E,182,P,1632.0
Europa,False,TRAPPIST-1e,33.0,False,B,93,P,0.0
Europa,True,55 Cancri e,33.0,False,B,111,S,0.0
Earth,False,TRAPPIST-1e,13.0,False,E,183,P,841.0
Europa,False,TRAPPIST-1e,37.0,False,D,97,S,4324.0
Mars,False,TRAPPIST-1e,15.0,False,E,197,S,9597.0
Europa,False,55 Cancri e,33.0,False,A,36,S,6932.0
Earth,True,PSO J318.5-22,24.0,False,G,472,S,0.0
Earth,False,TRAPPIST-1e,24.0,False,E,198,S,790.0
Europa,True,55 Cancri e,26.0,False,B,94,P,0.0
Europa,True,55 Cancri e,40.0,False,B,94,P,0.0
Earth,False,TRAPPIST-1e,19.0,False,F,627,P,737.0
Europa,False,55 Cancri e,38.0,True,C,101,P,6361.0
Europa,True,TRAPPIST-1e,45.0,False,C,114,S,0.0
Earth,True,TRAPPIST-1e,1.0,False,G,473,S,0.0
Earth,False,TRAPPIST-1e,32.0,False,F,572,S,797.0
Mars,True,TRAPPIST-1e,70.0,False,F,573,S,0.0
Earth,False,PSO J318.5-22,19.0,False,G,474,S,755.0
Mars,True,PSO J318.5-22,55.0,False,E,185,P,0.0
Europa,False,TRAPPIST-1e,48.0,False,B,96,P,16113.0
Europa,False,55 Cancri e,40.0,False,C,115,S,8056.0
Earth,False,TRAPPIST-1e,35.0,False,E,199,S,1624.0
Earth,False,TRAPPIST-1e,32.0,False,F,630,P,690.0
Mars,False,TRAPPIST-1e,51.0,False,E,187,P,2099.0
Europa,False,TRAPPIST-1e,37.0,False,B,112,S,8979.0
Earth,False,TRAPPIST-1e,31.0,False,G,476,S,883.0
Earth,False,TRAPPIST-1e,37.0,False,F,574,S,2251.0
Europa,False,TRAPPIST-1e,38.0,False,C,102,P,7113.0
Europa,False,55 Cancri e,19.0,False,C,102,P,3795.0
Mars,True,TRAPPIST-1e,33.0,False,F,631,P,0.0
Earth,False,TRAPPIST-1e,19.0,False,F,632,P,1939.0
Earth,False,TRAPPIST-1e,43.0,False,G,477,S,704.0
Earth,True,TRAPPIST-1e,22.0,False,G,492,P,0.0
Earth,True,TRAPPIST-1e,24.0,False,G,493,P,0.0
Europa,False,55 Cancri e,21.0,False,C,103,P,3104.0
Europa,False,55 Cancri e,30.0,False,B,97,P,5131.0
Europa,True,TRAPPIST-1e,22.0,False,B,97,P,0.0
Earth,False,TRAPPIST-1e,11.0,False,G,478,S,0.0
Earth,True,TRAPPIST-1e,4.0,False,G,478,S,0.0
Earth,False,TRAPPIST-1e,0.0,False,G,478,S,0.0
Earth,False,TRAPPIST-1e,30.0,False,F,575,S,1442.0
Earth,False,PSO J318.5-22,21.0,False,G,479,S,1721.0
Earth,False,PSO J318.5-22,57.0,False,F,634,P,685.0
Europa,False,TRAPPIST-1e,32.0,False,A,37,S,0.0
Mars,False,TRAPPIST-1e,32.0,False,F,577,S,2623.0
Earth,False,TRAPPIST-1e,30.0,False,F,578,S,738.0
Earth,False,TRAPPIST-1e,69.0,False,F,636,P,716.0
Earth,True,TRAPPIST-1e,21.0,False,G,480,S,0.0
Mars,False,TRAPPIST-1e,16.0,False,E,190,P,1049.0
Europa,False,TRAPPIST-1e,25.0,False,E,191,P,5152.0
Earth,False,TRAPPIST-1e,13.0,False,F,579,S,966.0
Earth,False,TRAPPIST-1e,37.0,False,F,637,P,1127.0
Mars,False,TRAPPIST-1e,45.0,False,D,98,S,3319.0
Earth,False,TRAPPIST-1e,22.0,False,F,638,P,729.0
Earth,False,TRAPPIST-1e,39.0,False,G,498,P,1817.0
Mars,False,TRAPPIST-1e,35.0,False,D,99,S,808.0
Earth,True,PSO J318.5-22,19.0,False,G,499,P,0.0
Earth,True,TRAPPIST-1e,7.0,False,G,499,P,0.0
Earth,False,TRAPPIST-1e,19.0,False,E,192,P,705.0
Earth,True,TRAPPIST-1e,21.0,False,G,482,S,0.0
Europa,False,55 Cancri e,37.0,False,D,94,P,4072.0
Earth,False,TRAPPIST-1e,35.0,False,E,193,P,1609.0
Earth,True,TRAPPIST-1e,22.0,False,G,483,S,0.0
Earth,False,TRAPPIST-1e,62.0,False,G,500,P,839.0
Earth,True,TRAPPIST-1e,41.0,False,G,501,P,0.0
Mars,True,TRAPPIST-1e,36.0,False,F,640,P,0.0
Earth,False,55 Cancri e,22.0,False,F,642,P,652.0
Earth,False,TRAPPIST-1e,40.0,False,F,584,S,824.0
Europa,False,55 Cancri e,50.0,False,C,118,S,3332.0
Europa,True,TRAPPIST-1e,57.0,False,C,118,S,0.0
Earth,False,PSO J318.5-22,15.0,False,G,503,P,1824.0
Europa,False,55 Cancri e,23.0,False,D,100,S,3098.0
Mars,True,55 Cancri e,60.0,False,D,101,S,0.0
Europa,False,TRAPPIST-1e,28.0,False,A,25,P,0.0
Europa,False,TRAPPIST-1e,27.0,True,B,115,S,6864.0
Mars,False,55 Cancri e,22.0,False,E,194,P,3699.0
Mars,False,PSO J318.5-22,71.0,False,F,585,S,2227.0
Mars,False,55 Cancri e,25.0,False,D,103,S,827.0
Mars,True,TRAPPIST-1e,27.0,False,E,203,S,0.0
Earth,False,TRAPPIST-1e,1.0,False,G,485,S,0.0
Earth,False,TRAPPIST-1e,52.0,False,F,586,S,809.0
Earth,True,TRAPPIST-1e,0.0,False,G,485,S,0.0
Europa,True,55 Cancri e,30.0,False,B,101,P,0.0
Europa,False,TRAPPIST-1e,52.0,True,B,102,P,16589.0
Earth,False,TRAPPIST-1e,12.0,False,G,507,P,0.0
Earth,False,TRAPPIST-1e,24.0,False,G,509,P,715.0
Mars,False,TRAPPIST-1e,22.0,False,D,95,P,1182.0
Mars,True,55 Cancri e,56.0,False,D,96,P,0.0
Mars,False,TRAPPIST-1e,50.0,False,D,97,P,1779.0
Earth,False,TRAPPIST-1e,20.0,False,F,645,P,804.0
Earth,True,TRAPPIST-1e,28.0,False,G,510,P,0.0
Earth,False,TRAPPIST-1e,74.0,False,G,490,S,848.0
Mars,True,TRAPPIST-1e,25.0,False,E,204,S,0.0
Mars,False,TRAPPIST-1e,31.0,False,E,204,S,1048.0
Earth,True,PSO J318.5-22,6.0,False,G,491,S,0.0
Mars,True,TRAPPIST-1e,12.0,False,F,648,P,0.0
Mars,False,TRAPPIST-1e,47.0,False,F,648,P,1437.0
Mars,True,TRAPPIST-1e,46.0,False,F,648,P,0.0
Europa,False,55 Cancri e,31.0,False,B,116,S,5542.0
Europa,False,TRAPPIST-1e,36.0,False,B,116,S,0.0
Earth,False,55 Cancri e,15.0,False,G,512,P,4181.0
Mars,False,TRAPPIST-1e,38.0,False,F,588,S,1504.0
Earth,True,55 Cancri e,48.0,False,G,492,S,0.0
Earth,True,TRAPPIST-1e,21.0,False,G,492,S,0.0
Mars,True,TRAPPIST-1e,31.0,False,F,649,P,0.0
Earth,False,PSO J318.5-22,31.0,False,G,513,P,534.0
Europa,False,PSO J318.5-22,62.0,True,C,119,S,6035.0
Earth,True,TRAPPIST-1e,29.0,False,G,514,P,0.0
Mars,False,TRAPPIST-1e,26.0,False,E,206,S,955.0
Mars,False,TRAPPIST-1e,43.0,False,F,591,S,1225.0
Mars,False,TRAPPIST-1e,32.0,False,F,591,S,1158.0
Mars,True,TRAPPIST-1e,49.0,False,F,652,P,0.0
Earth,False,TRAPPIST-1e,21.0,False,F,594,S,732.0
Earth,True,TRAPPIST-1e,18.0,False,G,494,S,0.0
Earth,True,TRAPPIST-1e,14.0,False,G,496,S,0.0
Mars,True,55 Cancri e,25.0,False,F,654,P,0.0
Europa,False,55 Cancri e,56.0,False,E,208,S,5592.0
Earth,False,TRAPPIST-1e,0.0,False,G,500,S,0.0
Earth,False,TRAPPIST-1e,55.0,False,F,596,S,2414.0
Earth,True,TRAPPIST-1e,14.0,False,G,500,S,0.0
Mars,False,TRAPPIST-1e,13.0,False,F,656,P,1444.0
Earth,False,TRAPPIST-1e,24.0,False,F,658,P,559.0
Earth,False,TRAPPIST-1e,26.0,False,F,598,S,634.0
Earth,True,55 Cancri e,22.0,False,G,502,S,0.0
Mars,True,TRAPPIST-1e,38.0,False,F,660,P,0.0
Europa,True,55 Cancri e,38.0,False,B,104,P,0.0
Europa,False,TRAPPIST-1e,77.0,False,E,196,P,10624.0
Earth,False,55 Cancri e,28.0,False,F,599,S,2840.0
Earth,False,TRAPPIST-1e,20.0,False,E,197,P,791.0
Earth,False,TRAPPIST-1e,18.0,False,F,600,S,699.0
Europa,False,55 Cancri e,10.0,False,B,117,S,0.0
Europa,True,55 Cancri e,34.0,False,B,117,S,0.0
Earth,False,TRAPPIST-1e,43.0,False,F,601,S,1979.0
Mars,True,55 Cancri e,31.0,False,E,209,S,0.0
Mars,True,55 Cancri e,40.0,False,D,102,P,0.0
Mars,True,TRAPPIST-1e,68.0,False,F,603,S,0.0
Earth,False,TRAPPIST-1e,1.0,False,G,505,S,0.0
Earth,False,PSO J318.5-22,60.0,False,G,505,S,616.0
Earth,False,55 Cancri e,28.0,False,G,505,S,706.0
Earth,False,PSO J318.5-22,11.0,False,G,505,S,0.0
Earth,True,TRAPPIST-1e,9.0,False,G,505,S,0.0
Mars,False,TRAPPIST-1e,38.0,False,F,667,P,2599.0
Earth,False,TRAPPIST-1e,40.0,False,F,669,P,1457.0
Earth,False,TRAPPIST-1e,21.0,False,F,670,P,739.0
Earth,True,TRAPPIST-1e,24.0,False,G,506,S,0.0
Europa,False,TRAPPIST-1e,47.0,False,A,27,P,7883.0
Earth,True,55 Cancri e,55.0,False,G,507,S,0.0
Earth,False,TRAPPIST-1e,50.0,False,G,520,P,887.0
Mars,True,TRAPPIST-1e,10.0,False,F,672,P,0.0
Europa,False,55 Cancri e,20.0,False,E,211,S,4456.0
Europa,False,TRAPPIST-1e,37.0,False,E,211,S,5396.0
Earth,False,TRAPPIST-1e,24.0,False,F,673,P,2667.0
Earth,False,TRAPPIST-1e,0.0,False,G,521,P,0.0
Earth,False,TRAPPIST-1e,24.0,False,E,212,S,1669.0
Mars,False,TRAPPIST-1e,22.0,False,D,103,P,1766.0
Earth,True,TRAPPIST-1e,3.0,False,G,509,S,0.0
Earth,True,55 Cancri e,22.0,False,G,509,S,0.0
Earth,False,TRAPPIST-1e,23.0,False,E,213,S,1609.0
Mars,False,TRAPPIST-1e,56.0,False,E,198,P,1014.0
Earth,False,TRAPPIST-1e,36.0,False,F,606,S,722.0
Earth,False,55 Cancri e,58.0,False,F,606,S,574.0
Earth,False,TRAPPIST-1e,1.0,False,G,510,S,0.0
Mars,True,TRAPPIST-1e,39.0,False,E,214,S,0.0
Earth,False,TRAPPIST-1e,33.0,False,G,522,P,784.0
Earth,False,PSO J318.5-22,19.0,False,G,511,S,616.0
Europa,True,55 Cancri e,17.0,False,C,120,S,0.0
Europa,False,TRAPPIST-1e,28.0,False,C,120,S,3690.0
Earth,False,TRAPPIST-1e,21.0,False,G,513,S,882.0
Europa,False,TRAPPIST-1e,45.0,False,B,118,S,3945.0
Mars,True,TRAPPIST-1e,62.0,False,F,674,P,0.0
Mars,True,TRAPPIST-1e,43.0,False,F,609,S,0.0
Earth,False,TRAPPIST-1e,27.0,False,F,610,S,1500.0
Earth,True,55 Cancri e,1.0,False,G,524,P,0.0
Earth,False,TRAPPIST-1e,31.0,False,F,676,P,1448.0
Earth,False,TRAPPIST-1e,18.0,False,E,200,P,791.0
Mars,False,TRAPPIST-1e,21.0,False,D,104,P,1766.0
Mars,False,TRAPPIST-1e,7.0,False,F,677,P,0.0
Mars,False,TRAPPIST-1e,22.0,False,D,104,P,3362.0
Mars,True,TRAPPIST-1e,26.0,False,E,215,S,0.0
Earth,True,TRAPPIST-1e,30.0,False,G,515,S,0.0
Earth,False,TRAPPIST-1e,17.0,False,E,216,S,791.0
Earth,False,TRAPPIST-1e,25.0,False,E,202,P,788.0
Earth,False,55 Cancri e,53.0,False,F,613,S,2293.0
Earth,False,TRAPPIST-1e,21.0,False,G,528,P,753.0
Europa,False,TRAPPIST-1e,28.0,False,C,121,S,3994.0
Earth,True,PSO J318.5-22,20.0,False,G,517,S,0.0
Europa,True,55 Cancri e,54.0,False,E,217,S,0.0
Earth,True,TRAPPIST-1e,9.0,False,G,529,P,0.0
Earth,False,TRAPPIST-1e,20.0,False,G,530,P,1881.0
Earth,False,TRAPPIST-1e,32.0,False,F,681,P,632.0
Mars,False,TRAPPIST-1e,22.0,False,E,219,S,0.0
Europa,False,55 Cancri e,35.0,False,C,122,S,7986.0
Earth,False,TRAPPIST-1e,26.0,False,G,531,P,627.0
Earth,True,TRAPPIST-1e,51.0,False,G,532,P,0.0
Earth,False,55 Cancri e,8.0,False,G,532,P,0.0
Earth,True,55 Cancri e,2.0,False,G,518,S,0.0
Earth,True,PSO J318.5-22,19.0,False,G,519,S,0.0
Earth,True,TRAPPIST-1e,32.0,False,G,533,P,0.0
Earth,False,55 Cancri e,16.0,False,G,533,P,1800.0
Earth,False,55 Cancri e,35.0,False,F,617,S,632.0
Europa,False,TRAPPIST-1e,33.0,False,A,29,P,1277.0
Europa,False,55 Cancri e,9.0,False,C,123,S,0.0
Europa,True,TRAPPIST-1e,28.0,False,C,123,S,0.0
Europa,True,TRAPPIST-1e,28.0,False,C,123,S,0.0
Earth,True,PSO J318.5-22,31.0,False,G,534,P,0.0
Earth,False,55 Cancri e,32.0,False,F,684,P,1359.0
Europa,True,55 Cancri e,43.0,False,B,120,S,0.0
Europa,False,TRAPPIST-1e,43.0,False,B,120,S,1675.0
Earth,False,TRAPPIST-1e,19.0,False,F,619,S,697.0
Earth,False,TRAPPIST-1e,21.0,False,G,521,S,784.0
Earth,False,TRAPPIST-1e,38.0,False,G,521,S,846.0
Earth,True,PSO J318.5-22,17.0,False,G,535,P,0.0
Earth,True,PSO J318.5-22,29.0,False,G,535,P,0.0
Earth,True,TRAPPIST-1e,16.0,False,G,536,P,0.0
Europa,True,TRAPPIST-1e,52.0,False,B,121,S,0.0
Europa,False,TRAPPIST-1e,25.0,True,B,121,S,0.0
Europa,True,TRAPPIST-1e,34.0,False,B,121,S,0.0
Mars,False,TRAPPIST-1e,20.0,False,F,623,S,1468.0
Earth,True,PSO J318.5-22,28.0,False,G,537,P,0.0
Earth,False,55 Cancri e,20.0,False,G,538,P,4393.0
Earth,False,55 Cancri e,44.0,False,F,624,S,738.0
Earth,False,TRAPPIST-1e,64.0,False,F,686,P,1103.0
Mars,False,TRAPPIST-1e,47.0,False,F,688,P,1774.0
Earth,True,55 Cancri e,8.0,False,G,525,S,0.0
Earth,False,TRAPPIST-1e,1.0,False,G,525,S,0.0
Earth,False,55 Cancri e,0.0,False,G,525,S,0.0
Europa,True,TRAPPIST-1e,41.0,False,D,105,P,0.0
Mars,True,TRAPPIST-1e,35.0,False,D,106,P,0.0
Mars,False,55 Cancri e,31.0,False,D,106,P,1264.0
Earth,False,PSO J318.5-22,14.0,False,F,690,P,672.0
Earth,False,TRAPPIST-1e,25.0,False,G,539,P,812.0
Europa,True,TRAPPIST-1e,26.0,False,D,107,P,0.0
Europa,False,TRAPPIST-1e,26.0,False,E,221,S,2340.0
Europa,False,TRAPPIST-1e,30.0,False,E,203,P,4810.0
Europa,True,55 Cancri e,49.0,False,B,122,S,0.0
Earth,False,TRAPPIST-1e,19.0,False,F,626,S,645.0
Earth,False,TRAPPIST-1e,27.0,False,G,540,P,1765.0
Europa,False,TRAPPIST-1e,39.0,False,B,123,S,1380.0
Europa,True,55 Cancri e,32.0,False,B,123,S,0.0
Europa,False,TRAPPIST-1e,11.0,False,B,123,S,0.0
Europa,True,TRAPPIST-1e,36.0,False,B,123,S,0.0
Earth,False,TRAPPIST-1e,56.0,False,G,541,P,908.0
Earth,True,TRAPPIST-1e,42.0,False,G,542,P,0.0
Europa,True,55 Cancri e,40.0,False,C,110,P,0.0
Europa,True,55 Cancri e,53.0,False,C,110,P,0.0
Mars,True,TRAPPIST-1e,31.0,False,F,630,S,0.0
Mars,True,TRAPPIST-1e,14.0,False,F,630,S,0.0
Earth,True,PSO J318.5-22,31.0,False,G,543,P,0.0
Earth,False,TRAPPIST-1e,32.0,False,G,528,S,772.0
Earth,False,TRAPPIST-1e,34.0,False,F,691,P,901.0
Earth,True,TRAPPIST-1e,55.0,False,G,544,P,0.0
Mars,False,TRAPPIST-1e,42.0,False,F,692,P,1768.0
Mars,True,TRAPPIST-1e,37.0,False,D,107,S,0.0
Mars,True,55 Cancri e,17.0,False,D,107,S,0.0
Mars,True,TRAPPIST-1e,60.0,False,F,693,P,0.0
Europa,True,55 Cancri e,19.0,False,B,125,S,0.0
Europa,False,TRAPPIST-1e,30.0,False,B,125,S,8152.0
Europa,False,TRAPPIST-1e,32.0,False,B,125,S,3886.0
Earth,True,PSO J318.5-22,28.0,False,G,546,P,0.0
Earth,True,TRAPPIST-1e,24.0,False,G,531,S,0.0
Earth,True,55 Cancri e,47.0,False,G,532,S,0.0
Earth,False,TRAPPIST-1e,32.0,False,E,225,S,789.0
Earth,False,TRAPPIST-1e,17.0,False,F,633,S,2129.0
Earth,True,PSO J318.5-22,47.0,False,G,547,P,0.0
Europa,True,55 Cancri e,13.0,False,C,125,S,0.0
Europa,False,TRAPPIST-1e,22.0,False,C,125,S,6128.0
Europa,False,TRAPPIST-1e,61.0,False,C,125,S,4548.0
Europa,False,55 Cancri e,19.0,False,C,125,S,7965.0
Europa,False,TRAPPIST-1e,45.0,False,C,125,S,3382.0
Earth,True,PSO J318.5-22,18.0,False,G,535,S,0.0
Earth,False,TRAPPIST-1e,32.0,False,G,536,S,812.0
Europa,False,TRAPPIST-1e,52.0,True,A,30,P,3288.0
Mars,True,TRAPPIST-1e,25.0,False,F,635,S,0.0
Mars,True,TRAPPIST-1e,9.0,False,F,635,S,0.0
Mars,True,TRAPPIST-1e,18.0,False,F,635,S,0.0
Earth,False,TRAPPIST-1e,20.0,False,E,205,P,1608.0
Earth,False,TRAPPIST-1e,6.0,False,G,550,P,0.0
Earth,False,PSO J318.5-22,5.0,False,G,550,P,0.0
Europa,False,55 Cancri e,40.0,False,A,31,P,1851.0
Earth,True,PSO J318.5-22,20.0,False,G,537,S,0.0
Mars,False,TRAPPIST-1e,18.0,False,D,109,S,2578.0
Earth,False,TRAPPIST-1e,42.0,False,F,694,P,902.0
Earth,True,PSO J318.5-22,14.0,False,G,551,P,0.0
Mars,True,TRAPPIST-1e,33.0,False,F,638,S,0.0
Earth,True,TRAPPIST-1e,35.0,False,G,539,S,0.0
Earth,False,PSO J318.5-22,53.0,False,F,697,P,726.0
Earth,True,TRAPPIST-1e,56.0,False,G,553,P,0.0
Earth,False,55 Cancri e,35.0,False,F,698,P,757.0
Earth,False,TRAPPIST-1e,18.0,False,F,699,P,864.0
Earth,True,55 Cancri e,20.0,False,G,554,P,0.0
Mars,True,TRAPPIST-1e,44.0,False,F,641,S,0.0
Earth,True,TRAPPIST-1e,26.0,False,G,540,S,0.0
